Nome;Pergunta;Resposta
Gino Kollagenase;O que Gino Kollagenase pretende tratar?;Gino Kollagenase é uma pomada indicada para a limpeza de feridas no útero e na vagina, que promove a remoção de tecidos necrosados e a cicatrização de feridas em casos de pós-operatório ginecológico, cauterização, parto, vaginites e inflamações uterinas, em mulheres adultas.
Gino Kollagenase;Qual é a posologia recomendada para Gino Kollagenase?;Aplicar o conteúdo de 1 aplicador cheio na vagina, cerca de 5 g de creme, 1 vez por dia, de preferência ao deitar. De acordo com indicação médica, o tratamento deve continuar até acabar o conteúdo de 1 ou 2 bisnagas de 30 g.
Gino Kollagenase;Existem reações adversas conhecidas de Gino Kollagenase?;Alguns dos efeitos colaterais de Gino Kollagenase podem incluir ardência, dor, irritação, eczema, vermelhidão, coceira ou inchaço, reações de alergia no loca da aplicação, febre, dor de cabeça, alucinações, confusão mental, depressão moderada, náusea, vômito, diarreia, dor no estômago ou gosto desagradável na boca.
Gino Kollagenase;Em que circunstâncias eu não deveria utilizar Gino Kollagenase?;Gino Kollagenase está contraindicado para mulheres grávidas ou amamentando, para crianças, pacientes com doença hematológica como doenças da medula óssea ou icterícia hemolítica, para pacientes com queimaduras extensas e para pacientes com alergia ao Cloranfenicol, à Colagenase ou a outros componentes da fórmula.
Gino Kollagenase;Qual é o mecanismo de ação de Gino Kollagenase?;Gino Kollagenase é um medicamento que tem na sua composição Cloranfenicol e Colagenase, compostos responsáveis pelas suas propriedades desbridantes.
Gino Pletil;Qual é a finalidade do medicamento Gino Pletil?;Tratamento tópico das vulvovaginites sensíveis aos componentes da fórmula.
Gino Pletil;Como usar Gino Pletil?;Aplicar profundamente na vagina o conteúdo do aplicador (aproximadamente 5 g de creme) 1 vez por dia, antes de deitar, durante 14 dias seguidos ou 2 vezes por dia, durante 7 dias.
Gino Pletil;Quais são os riscos para a saúde relacionados ao uso de Gino Pletil?;Foram reportados casos isolados de irritação local, com sensação de queimação. Caso isto ocorra, a administração do produto deverá ser descontinuada. A ingestão de álcool etílico é incompatível com o uso de medicamentos contendo tinidazol, dando lugar a reações como náuseas, vômitos, cãibras abdominais e rubefação.
Gino Pletil;Existem situações em que o uso de Gino Pletil não é recomendado?;Em pacientes com história prévia de hipersensibilidade aos nitroimidazólicos.
Gino Tralen pomada;Qual é o propósito principal de Gino Tralen pomada na área da saúde?;O Gino-Tralen é indicado para tratamento local de pacientes com infecções vaginais por leveduras.
Gino Tralen pomada;Quais são as orientações específicas para utilizar Gino Tralen pomada?;A pomada deve ser aplicada à noite, antes de deitar, o mais profundamente possível, preferencialmente fora do período menstrual, em dose única.
Gino Tralen pomada;Existem reações adversas conhecidas de Gino Tralen pomada?;Embora sejam muito raros, podem ocorrer efeitos colaterais como edema, dor e prurido no local de aplicação, reação alérgica, dor abdominal, edema, formigamento e coceira genital, sangramento vaginal, distúrbios vaginais, vaginite, irritação vulvar, inchaço vulvar, dor vulvar, queimação vulvar e vulvite.
Gino Tralen pomada;Quando não devo usar Gino Tralen pomada?;Este remédio é contra-indicado em pessoas que apresentem hipersensibilidade a agentes antifúngicos imidazólicos ou a qualquer componente da fórmula.
Gino Tralen pomada;Quais são os princípios do funcionamento de Gino Tralen pomada?;O tioconazol é um agente antifúngico sintético de amplo espectro que, in vitro, tem atividade fungicida contra leveduras e outros fungos, além de ter atividade contra microrganismos incluindo Staphylococcus spp., Streptococcus spp., Gardnerella vaginalis, Bacteroides spp. e Trichomonas vaginalis.
Gino;O que Gino pretende tratar?;Gino-Canesten 1 comprimido vaginal é utilizado para o tratamento local de vaginite, infecção causada por leveduras, geralmente Candida, localizada na área genital, cujo sintoma mais evidente é o aparecimento de corrimento.
Gino;Como usar Gino?;Utilize Gino-Canesten 1 sempre de acordo com as instruções do médico.
Gino;Quais são os riscos para a saúde relacionados ao uso de Gino?;Como qualquer medicamento, Gino-Canesten 1 comprimido vaginal pode provocar efeitos colaterais.
Gino;Em que circunstâncias eu não deveria utilizar Gino?;Gino-Canesten 1 não deve ser usado nas situações abaixo:
Gino;Como Gino atua no organismo para produzir seus efeitos?;Gino-Canesten 1 comprimido vaginal é um medicamento utilizado para tratar infecções fúngicas da vagina.
Gino;Para que serve Gino?;O Gino-Canesten 3 creme vaginal é usado para o tratamento  infecções fúngicas da vagina, que causam um corrimento infecioso, inflamações na vagina e coceira intensa.
Gino;Como usar Gino?;A dose recomendada é de um aplicador cheio de creme vaginal o mais profundamente possível na vagina, uma vez por dia, à noite, ao deitar, durante 3 dias seguidos.
Gino;Quais são os riscos para a saúde relacionados ao uso de Gino?;Ocasionalmente podem ocorrer reações da pele nas áreas afetadas, como queimação, sensação de picadas ou vermelhidão.
Gino;Há alguma condição específica em que o uso de Gino é desaconselhado?;Este remédio não deve ser utilizado por pessoas que tenham alergia ao clotrimazol ou a qualquer um dos ingredientes do medicamento.
Gino;Quais são os processos biológicos desencadeados por Gino?;O clotrimazol age contra fungos por meio da inibição da síntese do ergosterol. A inibição da síntese de ergosterol provoca dano estrutural e funcional da membrana citoplasmática.
Gino;Em que situações médicas é recomendado o uso de Gino?;Indicado para tratar infeções fungicas na região genital feminina.
Gino;Quais são as orientações específicas para utilizar Gino?;Introduzir, através de um aplicador, 5 mg de creme na vagina, o mais profundo possível, 1 vez ao dia, durante 14 dias seguidos.
Gino;Quais são os potenciais efeitos indesejados de Gino?;Os efeitos colaterais mais comuns são coceira e vermelhidão na região de aplicação do creme.
Gino;Quando não devo usar Gino?;Não deve ser usado por mulheres grávidas ou por pessoas com alergia a qualquer componente da fórmula.
Gino;Como Gino atua no organismo para produzir seus efeitos?;Gino-Mizonol contém na fórmula nitrato de miconazol, uma substância que atua na eliminação de fungos que causam infecção, diminuindo os sintomas.
Ginseng;Qual é a finalidade do medicamento Ginseng?;Este medicamento é destinado em fadiga física e mental.
Ginseng;Quais são as orientações específicas para utilizar Ginseng?;USO ORAL / USO INTERNOIngerir 1 cápsula ao dia, de preferência pela manhã. Siga corretamente o modo de usar. Em caso de dúvidas sobre este medicamento procure orientação do farmacêutico. Não desaparecendo os sintomas procure orientação de seu médico ou cirurgião dentista. Este medicamento não deve ser partido, aberto ou mastigado. O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE MEDICAMENTO?Caso haja esquecimento da ingestão de uma dose deste medicamento, retome a posologia prescrita sem a necessidade de suplementação.Em caso de dúvidas, procure orientação do farmacêutico ou de seu médico, ou cirurgião-dentista.
Ginseng;Quais são os potenciais efeitos indesejados de Ginseng?;Informe ao seu médico, cirurgião-dentista ou farmacêutico o aparecimento de reações indesejáveis pelo uso do medicamento. Informe também à empresa através do seu serviço de atendimento.
Ginseng;Existem situações em que o uso de Ginseng não é recomendado?;Este medicamento é contra-indicado em casos de enfermidades agudas, trombose coronariana, enfermidades cardíacas severas, hemorragias, esquizofrenia, hipersensibilidade nervosa, histeria, hipertensão, taquicardia e síndromes febris. O Ginseng não deve ser utilizado continuamente por períodos superiores a 3 meses, devendo-se realizar intervalos de 2 a 3 meses entre os tratamentos.
Giotrif;O que Giotrif pretende tratar?;É um medicamento em comprimido utilizado para tratar um tipo específico de câncer do pulmão, conhecido como câncer de pulmão de células não pequenas.
Giotrif;Como usar Giotrif?;A dose recomendada é de 40 mg por dia, podendo ser aumentada ou diminuída de acordo com avaliação e indicação do médico. Deve ser tomado uma vez por dia e à mesma hora, com um copo de água sem gás, sem alimentos, pelo menos 1 hora antes de comer ou 3 horas depois de ter comido.
Giotrif;Quais são os potenciais efeitos indesejados de Giotrif?;Os efeitos colaterais são diarreia, inflamação dos pulmões com dificuldade em respirar e tosse intensa, conjuntivite, assim como vermelhidão e coceira na pele. Além disso, também podem surgir feridas na boca, infecção nas unhas, perda de apetite, sangramento pelo nariz, náuseas e vômitos.
Giotrif;Existem situações em que o uso de Giotrif não é recomendado?;Não deve ser usado durante a amamentação ou por mulheres grávidas, sendo aconselhado utilizar um método contraceptivo eficaz até 1 mês depois de terminar o tratamento.
Giotrif;Como funciona Giotrif?;Giotrif contém afatinib que bloqueia a ação de umas substâncias presentes no câncer, impedindo que as suas células cresçam, multipliquem e invadam outros órgãos, espalhando o câncer pelo corpo.
Glibeneck;Qual é a finalidade do medicamento Glibeneck?;Diabetes mellitus no adulto não complicado, estável, leve ou moderado, não cetótico, que não pode ser controlado somente com a dieta.
Glibeneck;Como usar Glibeneck?;DIABETES RECENTEADULTOS:No inicio 2,5 a 5,0 mg uma vez ao dia. A dose deve ser ajustada com aumentos que não ultrapassem os 2,5 mg em intervalos semanais, até o controle do diabetes ou, até que a dose total diária seja de 20 mg.IDOSOS:Em pacientes idosos, debilitados ou mal nutridos, ou com disfunção renal ou hepática, deve-se iniciar com 1,25 mg uma vez ao dia.Não é eficaz no tratamento do diabetes juvenil (dependente de insulina).DIABETES MAIOR :Antes da insulinoterapia, a administração de biguanidas pode ser associada a 4 comprimidos de Glibenclamida de 5mg.DIABETES INSULINICA:A substituição da Glibenclamida 5 mg por insulina deve ser feita em meio hospitalar, exigindo controles repetidos da glicemia.
Glibeneck;Em que circunstâncias eu não deveria utilizar Glibeneck?;Acidose importante, queimaduras graves, coma diabética, infecção grave, cetoacidose e traumatismos graves. A relação risco-benefício deverá ser avaliada na presença de insuficiência supra-renal, debilidade geral, ma nutrição,náuseas, vômitos, insuficiência hipofisaria, disfunção renale disfunção tireóidea.
Glicolive;Qual é a finalidade do medicamento Glicolive?;Glicolive é um medicamento indicado para o tratamento de artrose, e para a osteoartrite primária e secundária e suas manifestações.
Glicolive;De que maneira Glicolive deve ser administrado?;A dose recomendada de Glicolive pó para solução oral para adultos é de 1 sachê por dia, de acordo com indicação médica, nunca excedendo a dose máxima de 4 g por dia.
Glicolive;Quais são os possíveis efeitos colaterais associados a Glicolive?;Alguns dos efeitos colaterais de Glicolive incluem: desconforto gástrico, diarreia, náusea, coceira, dor de cabeça, reações alérgicas como erupções na pele, inchaço nas extremidades, taquicardia, sonolência, insônia, dificuldade de digestão, vômito, dor abdominal, prisão de ventre, azia e anorexia.
Glicolive;Quando não devo usar Glicolive?;A administração de Glicolive é contraindicada em casos de fenilcetonúria ou em casos de alergia à Glicosamina ou a outros componentes da fórmula.
Glicolive;Como Glicolive atua no organismo para produzir seus efeitos?;Glicolive é um medicamento que tem na sua composição a substância ativa, Sulfato de Glicosamina Sódica - equivalente a 1500 mg de Sulfato de Glicosamina, com propriedades que proporcionam o revestimento das articulações e que fazem com que o processo degenerativo ocorra mais lentamente.Este medicamento proporciona o alivio dos sintomas sentidos em doenças que afetam a cartilagem, diminuindo a dor e a limitação dos movimentos.
Glifage;Em que situações médicas é recomendado o uso de Glifage?;Glifage ou Glifage XR é indicado para o tratamento da diabetes do tipo 2 ou no tratamento da diabetes tipo 1 quando associado ao tratamento com insulina, em adultos. Além disso, Glifage ​ou Glifage XR também é indicado para casos de Síndrome dos Ovários Policísticos, no tratamento do excesso do peso frequentemente associado a esta condição.
Glifage;Quais são as orientações específicas para utilizar Glifage?;Glifage
Glifage;Existem reações adversas conhecidas de Glifage?;Alguns dos efeitos colaterais de Glifage ou Glifage XR podem incluir náusea, vômito, diarreia, dor na barriga, perda de apetite ou alterações do sabor.
Glifage;Em que circunstâncias eu não deveria utilizar Glifage?;Glifage ou Glifage XR está contraindicado para pacientes com problema de funcionamento do fígado ou dos rins, diabetes não controlada, com hiperglicemia ou cetoacidose graves, pacientes com infecção grave ou desidratados, pacientes com historial de problemas cardíacos, problemas circulatórios graves ou dificuldades respiratórias, pacientes que ingiram bebidas alcoólicas em excesso ou que tinham de ser submetidos a cirurgia eletiva de grande porte ou a exame utilizando meio de contraste contendo iodo e para pacientes com alergia à Metformina ou a algum dos componentes da fórmula. Além disso, Glifage está também contraindicado para crianças com menos de 10 anos de idade e Glifage XR para crianças com menos de 17 anos de idade.
Glifage;Quais são os processos biológicos desencadeados por Glifage?;Glifage ou Glifage XR tem na sua composição Metformina, um composto capaz de tratar a diabetes, pois ajuda o corpo a baixar os níveis de de açúcar no sangue quando estes se encontram muito elevados.
Glifage XR;Qual é a finalidade do medicamento Glifage XR?;O Glifage XR é um medicamento que associado a uma dieta apropriada, é indicado para o tratamento do diabetes tipo 2 em adultos, isoladamente ou em combinação com outros antidiabéticos orais, como por exemplo aqueles da classe das sulfonilureias. Pode ser indicado também para o tratamento do diabetes tipo 1, em complementação à insulinoterapia.
Glifage XR;Quais são as instruções para o uso correto de Glifage XR?;O Glifage XR deve ser tomado com um copo de água, sempre durante a refeição.
Glifage XR;Existem reações adversas conhecidas de Glifage XR?;Os efeitos colaterais muito comuns são enjoo, vômito, diarreia, dor na barriga, perda de apetite, que acontecem com mais frequência no início do tratamento. Além disso, também podem ocorrer alterações do paladar.
Glifage XR;Quais são as contraindicações para Glifage XR?;O Glifage XR não deve ser utilizado por pessoas com alergia à metformina ou aos outros componentes da fórmula, problemas de funcionamento do fígado ou dos rins, diabetes não controlada, com hiperglicemia ou cetoacidose graves, desidratação ou infecção grave.
Glifage XR;Como funciona Glifage XR?;O Glifage XR tem na sua composição metformina, que é uma substância ativa que reduz a glicose no sangue, reduzindo a produção da glicose no fígado através da inibição da gliconeogênese e glicogenólise, no músculo, através do aumento da sensibilidade à insulina, melhorando a captação e utilização da glicose periférica.
Glipizida;Qual é o propósito principal de Glipizida na área da saúde?;Adjuvante da dieta em pacientes com diabetes melito insulinodependente (tipo II) cuja hiperglicemia não pode ser controlada apenas pela dieta.
Glipizida;De que maneira Glipizida deve ser administrado?;Via oral, deve ser individualizada. Para maior eficácia, deve ser administrado 30 minutos antes de uma refeição. A dose inicial é de 5 mg (1 comprimido) antes do desjejum. Pacientes idosos ou aqueles com doença hepática podem receber inicialmente 2,5 mg. A dose diária é de 40 mg. Superdosagem: a superdosagem de sulfoniluréias pode causar hipoglicemia grave. Tratamento: sintomas de hipoglicemia leve, sem perda de consciência ou sintomas neurológicos devem ser tratados imediatamente com glicose via oral e, ajuste na dose da droga e/ou no padrão de alimentação. Cuidadosa observação médica deverá ser feita até que se assegure que o paciente esteja fora de perigo. Reações hipoglicêmicas severas com convulsões, coma e outros distúrbios neurológicos, não ocorrem com freqüência, mas devem ser consideradas como emergências médicas, requerendo hospitalização imediata. Se houver suspeita ou for diagnosticado coma hipoglicêmico, o paciente deve receber uma rápida injeção intravenosa de solução glicosada concentrada (50%). Este procedimento deve ser seguido por uma infusão contínua de solução glicosada mais diluída (10%) em uma velocidade de infusão que mantenha níveis de glicemia acima de 100 mg/dl. Esses pacientes devem ser cuidadosamente observados por um período mínimo de 24 a 48 horas, uma vez que a hipoglicemia pode ocorrer após aparente melhora clínica.
Glipizida;Quais são os possíveis efeitos colaterais associados a Glipizida?;Hipoglicemia quanto tomado em excesso, náusea, plenitude epigástrica, azia, reações cutâneas alérgicas, eczema, prurido, eritema, urticária, erupções morbiliformes ou maculopapulares, reações liquenáceas leucopenia, trombocitopenia, anemia aplástica, agranulocitose, anemia hemolítica, pancitopenia e porfiria hepática. Reações semelhantes às causadas pelo dissulfiram, fraqueza, fadiga, parestesia, tinido, tontura, vertigem, mal-estar e cefaléia.
Glipizida;Quais são as contraindicações para Glipizida?;Hipersensibilidade às sulfoniluréias, diabetes juvenil, insuficiência renal e hepática grave, gravidez, lactação, acidose significante, cetoacidose, cetose significante, grande cirurgia, coma diabético, infecção grave, queimaduras graves, trauma grave e pacientes geriátricos.
Glivec 400 mg;Qual é o propósito principal de Glivec 400 mg na área da saúde?;O Glivec é indicado para o tratamento de leucemia mielóide crônica recentemente diagnosticada, leucemia linfoblástica aguda recentemente diagnosticada e tumores estromais gastrintestinais, não-ressecáveis ou metastáticos.
Glivec 400 mg;Qual é a posologia recomendada para Glivec 400 mg?;A dosagem recomendada de Glivec é de  400 mg por dia para pessoas com leucemia mielóide crônica, e 600 mg por dia para pacientes em fase acelerada ou em crise blástica, podendo a dose ser aumentada nos casos de falta de resposta ao medicamento.Nos casos de leucemia linfoblástica aguda, a dose recomendada é de 600 mg por dia, e em pessoas com tumores estromais gastrintestinais não operáveis ou metastático, a dose recomendada de Glivec é de 400 mg por dia.
Glivec 400 mg;Existem reações adversas conhecidas de Glivec 400 mg?;Os efeitos colaterais mais comuns provocados pelo uso de Glivec são aumento de peso, inchaço das extremidades e na face, fraqueza, sangramento ou contusão espontâneos, infecções frequentes com sinais como febre, calafrios, dor de garganta ou úlceras na boca, dor de cabeça, náusea, diarréia, vômito, indigestão, dor abdominal, vermelhidão, queimadura, erupção cutânea, cãibras musculares, dor nos músculos e ossos, dor nas articulações, inchaço das pálpebras ou ao redor do olho, fadiga, aumento do peso, insônia, tontura, formigamento, dor ou dormência das mãos, pés, pernas ou ao redor do quadril, alterações no paladar, diminuição da sensibilidade da pele, conjuntivite, sangramentos nasais, boca seca, inchaço abdominal, gases, prisão de ventre, azia e gastrite.Embora raramente, também pode ocorrer palidez, cansaço, falta de ar, urina escura, enfraquecimento da visão, sangramento visível no branco do olho, aperto ou dor no peito, ritmo cardíaco irregular, empolamento dos lábios, olhos, pele ou boca, descamação da pele, manchas vermelhas ou roxas na pele, paralisia de membros ou da face, dificuldade para falar, perda repentina da consciência ou convulsões, diminuição da audição, vertigens, desmaio, dor abdominal intensa, vômito com sangue, sangue nas fezes ou urina, perda de apetite, amarelamento da pele ou dos olhos, diminuição da quantidade de urina, sede, tosse, dificuldade de respirar, espasmos musculares e ritmo cardíaco anormal.
Glivec 400 mg;Em que circunstâncias eu não deveria utilizar Glivec 400 mg?;O Glivec é contra-indicado em pacientes com alergia ao imatinibe ou a qualquer um dos ingredientes do produto.Além disso, também não deve ser usado na gravidez e em mulheres a amamentar.
Glivec 400 mg;Qual é o mecanismo de ação de Glivec 400 mg?;O Glivec tem na sua composição imatinibe, que inibe fortemente a atividade da tirosinoquinase Bcr-Abl, bem como diversos receptores e eventos celulares mediados pela ativação desses receptores.
Gonal;Para que serve Gonal?;É indicado para tratar casos de infertilidade em mulheres ou homens, nomeadamente:
Gonal;De que maneira Gonal deve ser administrado?;A dose a aplicar deve ser sempre indicada pelo médico, de acordo com o problema de infertilidade e a idade da pessoa. O medicamento está armazenado em pequenas canetas com agulha na ponta que contém a solução com o hormônio, devendo ser aplicados através de uma picada na pele.
Gonal;Quais os males que Gonal pode me causar?;Os efeitos colaterais mais comuns são dor na zona inferior do abdómen com náuseas e vômitos. Muitas vezes, este sintoma é também acompanhado por diminuição da produção de urina, aumento de peso, dificuldade em respirar ou acumulação de líquidos.
Gonal;Há alguma condição específica em que o uso de Gonal é desaconselhado?;Não deve ser utilizado por crianças, mulheres grávidas ou a amamentar e em pessoas com alergia a qualquer componente da fórmula.
Gonal;Quais são os processos biológicos desencadeados por Gonal?;Gonal-f contém na sua fórmula alfafolitropina, uma hormônio sintetizado em laboratório que atua no organismo na regulação da fertilidade e reprodução.
Gonol;Qual é o propósito principal de Gonol na área da saúde?;Tratamento específico da gonorréia em dose única.
Gonol;Quais são as orientações específicas para utilizar Gonol?;"O medicamento deve ser administrado após a reconstituição (para 60 ml), em uma única dose, por via oral, cerca de 30 minutos antes de uma refeição. - Superdosagem: obedecendo-se a posologia da dose única, a superdosagem é evitada. Em casos de ingestão acidental de maior quantidade do que a preconizada, e nos casos de hipersensibilidade recomenda-se: relativo à ampicilina: ao primeiro sinal de reação alérgica deve se administrar de 0,3 a 1 ml de adrenalina por via intramuscular, ou 0,2 ml intravenosa nos casos mais graves; a urticária pode ser tratada com corticosteróides orais; relativo à probenecida: fazer esvaziamento do estômago por aspiração e/ou lavagem; para controlar eventuais convulsões deve ser administrado diazepam (5 a 10 mg) por via intravenosa."
Gonol;Quais os males que Gonol pode me causar?;As mais comuns relatadas são náuseas, vômitos, diarréia e anorexia. Existem relatos de casos raros de pacientes que apresentaram alterações hematológicas (anemia, trombocitopenia, eosinofilia, leucopenia). Podem ocorrer reações de hipersensibilidade que vão desde erupções cutâneas até o choque anafilático.
Gonol;Quais são as contraindicações para Gonol?;Para pacientes hipersensíveis a quaisquer penicilinas e à probenecida, mulheres grávidas ou em fase de aleitamento, portadores de discrasias sangüíneas, cálculos renais ou insuficiência renal grave.
Gracial anticoncepcional;Qual é a finalidade do medicamento Gracial anticoncepcional?;Gracial é um anticoncepcional que pode ser usado para evitar uma gravidez indesejada.
Gracial anticoncepcional;Quais são as orientações específicas para utilizar Gracial anticoncepcional?;Os comprimidos devem ser tomados na ordem orientada na cartela, diariamente, aproximadamente no mesmo horário e com um pouco de líquido. Um comprimido é tomado diariamente durante 22 dias consecutivos, começando com os comprimidos azuis durante 7 dias, seguidos dos brancos por 15 dias.
Gracial anticoncepcional;Existem reações adversas conhecidas de Gracial anticoncepcional?;Os efeitos adversos mais comuns que podem ocorrer com o uso de Gracial são: náusea, vômito, dor abdominal, diarreia, aumento de peso corporal e retenção de líquido, dor de cabeça, enxaqueca e vertigem, redução do desejo sexual, humor deprimido e alterações do humor, dor e sensibilidade mamária, hipertrofia mamária, erupções cutâneas e urticária.
Gracial anticoncepcional;Existem situações em que o uso de Gracial anticoncepcional não é recomendado?;Este remédio é contraindicado em mulheres nas seguintes condições:
Gratusminal;Para que serve Gratusminal?;Indicado nos casos de leve insuficiencia cardiocirculatoria acompanhada de agitacao, angustia e insonia.
Gratusminal;Quais são as instruções para o uso correto de Gratusminal?;20-30 gotas ou mais ao dia.
Guttalax;Qual é a finalidade do medicamento Guttalax?;O Guttalax é usado no tratamento da prisão de ventre e para facilitar a evacuação intestinal.
Guttalax;De que maneira Guttalax deve ser administrado?;Este remédio deve ser usado da seguinte forma:
Guttalax;Quais são os potenciais efeitos indesejados de Guttalax?;Os efeitos colaterais mais comuns que podem ocorrer com o uso deste medicamento são diarreia, cólicas abdominais, dor abdominal e desconforto abdominal.
Guttalax;Quais são as contraindicações para Guttalax?;Este remédio não deve ser usado em pessoas com oclusão intestinal, obstrução intestinal, quadros abdominais cirúrgicos agudos como apendicite aguda, doenças inflamatórias agudas do intestino e desidratação grave.
Guttalax;Como Guttalax atua no organismo para produzir seus efeitos?;O Guttalax tem na sua composição picosulfol, que estimula o funcionamento do intestino, proporcionando um efeito eficaz e suave.
Gyno Iruxol Pomada;Qual é a finalidade do medicamento Gyno Iruxol Pomada?;Gyno Iruxol é indicado para inflamações vaginais após o parto e para o tratamento local após cauterização, cirurgias no colo do útero e outras cirurgias ginecológicas, em adultos.
Gyno Iruxol Pomada;Quais são as instruções para o uso correto de Gyno Iruxol Pomada?;Aplicar o conteúdo de 1 aplicador cheio na vagina, cerca de 5 g de creme, 1 vez por dia, de preferência ao deitar, durante 6 a 12 dias, de acordo com indicação médica.
Gyno Iruxol Pomada;Existem reações adversas conhecidas de Gyno Iruxol Pomada?;Alguns dos efeitos colaterais de Gyno Iruxol incluem queimação, coceira, vermelhidão e dor no local da aplicação.
Gyno Iruxol Pomada;Quando não devo usar Gyno Iruxol Pomada?;Gyno Iruxol está contraindicado para mulheres grávidas ou amamentando, para crianças, pacientes com historial de doença hematológica ou debilitados e para pacientes com alergia ao cloranfenicol, à colagenase ou a outros componentes da fórmula.
Gyno Iruxol Pomada;Como Gyno Iruxol Pomada atua no organismo para produzir seus efeitos?;Gyno Iruxol é um medicamento que tem na sua composição Colagenase e Cloranfenicol, substâncias usadas no desbridamento de feridas superficiais, promovendo a limpeza enzimática dos tecidos necrosados e crostas. Além disso, a Colagenase é também responsável por contribuir para a formação de tecido de granulação e consequente reepitelização de úlceras da pele e de áreas gravemente queimadas, ajudando assim na cicatrização de feridas.
Gyno;Qual é o propósito principal de Gyno na área da saúde?;Gyno-Fungix é indicado para infecções na vagina e vulva causadas por Candida albicans, no tratamento da candidíase vulvovaginal, em mulheres.
Gyno;Quais são as instruções para o uso correto de Gyno?;Aplicar o conteúdo de 1 aplicador cheio, cerca de 5 g de creme, 1 vez por dia, de preferência ao deitar, durante 5 dias consecutivos ou de acordo com indicação médica.
Gyno;Existem reações adversas conhecidas de Gyno?;Alguns dos efeitos colaterais de Gyno-Fungix incluem dor de cabeça, sensação de queimação genital, cólica menstrual e coceira, desconforto, dor e sensação de queimação no local da aplicação.
Gyno;Quais são as contraindicações para Gyno?;Gyno-Fungix está contraindicado para mulheres grávidas ou amamentando, para crianças e para pacientes com alergia ao terconazol, a outros derivados imidazólicos ou a outros componentes da fórmula.
Gyno;Como Gyno atua no organismo para produzir seus efeitos?;Gyno-Fungix é um medicamento que tem na sua composição Terconazol, um composto antifúngico de amplo espectro eficaz na eliminação do fungo Candida albicans. A sua ação centra-se na inibição da formação da membrana do fungo, sendo assim eficaz no tratamento de diversas infecções fúngicas, incluindo candidíase vulvovaginal.
Gyno;O que Gyno pretende tratar?;Gyno-Icaden é indicado para o tratamento e prevenção de infecções fúngicas na vagina e da pele ao redor, em adultos.
Gyno;De que maneira Gyno deve ser administrado?;O tratamento com Gyno-Icaden, deve ser decidido e indicado pelo seu médico, uma vez que vai depender do tipo de problema a tratar. Além disso, a utilização de Gyno-Icaden em forma de óvulo ou creme deve ser decidida pelo seu médico.
Gyno;Quais são os riscos para a saúde relacionados ao uso de Gyno?;Alguns dos efeitos colaterais de Gyno-Icaden incluem coceira, queimação, vermelhidão ou aparecimento de bolhas no local de aplicação.
Gyno;Quais são as contraindicações para Gyno?;Gyno-Icaden está contraindicado para mulheres grávidas ou amentando e para pacientes com alergia ao Nitrato de Izoconazol ou a outros componentes da fórmula.
Gyno;Quais são os processos biológicos desencadeados por Gyno?;Gyno-Icaden é um medicamento que tem na sua composição Nitrato de Izoconazol, um composto responsável pelas suas propriedades antimicóticas, sendo eficaz na eliminação de fungos da flora vaginal.
Gyno;Para que serve Gyno?;Gyno-Pevaryl é indicado para micoses na vulva e na vagina, no tratamento da balanite micótica e de infecções causadas por Candida albicans.
Gyno;Quais são as instruções para o uso correto de Gyno?;O tratamento com Gyno-Pevaryl, deve ser decidido e indicado pelo seu médico, uma vez que depende do tipo de problema a tratar. Além disso, a utilização de Gyno-Pevaryl em forma de óvulo ou creme deve ser indicada pelo seu médico.
Gyno;Existem reações adversas conhecidas de Gyno?;Alguns dos efeitos colaterais de Gyno-Pevaryl incluem angioedema, urticária, irritação, alergia na pele e dor, vermelhidão, irritação ou inchaço no local de aplicação.
Gyno;Há alguma condição específica em que o uso de Gyno é desaconselhado?;Gyno-Pevaryl está contraindicado para pacientes com alergia ao Nitrato de Econazol ou a outros componentes da fórmula.
Gyno;Qual é o mecanismo de ação de Gyno?;Gyno-Pevaryl é um medicamento que tem na sua composição Nitrato de Econazol, um composto responsável pelas suas propriedades antimicóticas, sendo assim eficaz na eliminação de fungos das regiões íntimas de homens e mulheres.
Gynoflor;Qual é a finalidade do medicamento Gynoflor?;Gynoflor é indicado para promover o desenvolvimento de Lactobacillus, ajudando a repor o equilíbrio biológico da flora vaginal, em mulheres na pré-menopausa.
Gynoflor;Qual é a posologia recomendada para Gynoflor?;Aplicar o conteúdo de 1 comprimido vaginal, de preferência ao deitar, durante 6 dias consecutivos. Os comprimidos de Gynoflor, devem ser introduzidos profundamente na vagina, com o auxílio de dedeiras, de preferência na posição deitada com as pernas elevadas.
Gynoflor;Quais são os possíveis efeitos colaterais associados a Gynoflor?;Alguns dos efeitos colaterais de Gynoflor incluem sensação de queimação, dor, irritação e coceira após a aplicação.
Gynoflor;Existem situações em que o uso de Gynoflor não é recomendado?;Gynoflor está contraindicado para mulheres que não tenham atingido a maturidade sexual, para pacientes com doenças malignas na mama, vagina e útero, hemorragias vaginais desconhecidas e para pacientes com alergia ao ao estriol, ao Lactobacillus acidophilus ou a outros componentes da fórmula.
